tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,paperless_billing,churn
50,114.12,5706.0,Two year,Mailed check,DSL,Yes,No,Yes,Yes,Yes,Female,0,No,Yes,Yes,Yes,No,No
42,27.24,1144.08,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,Yes,Male,0,No,No,Yes,No,Yes,Yes
11,73.42,807.62,Month-to-month,Credit card,DSL,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,Yes,Yes,No
66,108.25,7144.5,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,Male,1,Yes,Yes,Yes,No,Yes,No
64,28.25,1808.0,Month-to-month,Bank transfer,DSL,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,Yes,No,No
32,102.45,3278.4,One year,Credit card,DSL,Yes,No,No,No,No,Female,0,No,Yes,Yes,No,No,Yes
39,55.78,2175.42,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,Yes,Yes,Yes
42,52.21,2192.82,Month-to-month,Credit card,DSL,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,No,Yes,No
43,117.75,5063.25,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,Yes,Yes,No
28,40.09,1122.52,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,Female,0,Yes,Yes,Yes,Yes,No,No
12,89.32,1071.84,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,Male,1,Yes,Yes,Yes,No,No,No
11,102.14,1123.54,Two year,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,No,Yes,No
45,24.12,1085.4,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,No,No
1,87.04,87.04,One year,Electronic check,DSL,Yes,No,No,Yes,Yes,Female,1,No,No,No,No phone service,Yes,Yes
34,115.15,3915.1,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,No,No
7,32.42,226.94,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,Yes,No
25,109.62,2740.5,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,No,Female,0,Yes,No,Yes,No,No,No
33,79.48,2622.84,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
6,81.66,489.96,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,No phone service,No,Yes
67,81.29,5446.43,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,No,Yes,Yes
57,49.88,2843.16,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,No,Yes,No
28,113.52,3178.56,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,Female,0,No,No,Yes,No,Yes,Yes
35,114.74,4015.9,One year,Electronic check,Fiber optic,No,No,No,No,No,Male,1,Yes,No,Yes,Yes,Yes,No
20,82.53,1650.6,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,Yes,Male,0,No,Yes,Yes,Yes,No,Yes
35,98.34,3441.9,One year,Credit card,DSL,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,No
9,81.23,731.07,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,No,No,No
23,68.44,1574.12,Two year,Electronic check,DSL,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,No,No
63,86.08,5423.04,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,Yes,Yes
48,75.3,3614.4,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,Male,0,Yes,Yes,Yes,No,Yes,No
35,79.75,2791.25,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,Yes,No
23,98.38,2262.74,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,Female,0,Yes,Yes,Yes,Yes,Yes,Yes
22,68.09,1497.98,Month-to-month,Mailed check,DSL,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,No,No
61,24.08,1468.88,Two year,Credit card,Fiber optic,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,No,No,No
36,36.4,1310.4,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,No,No
11,63.86,702.46,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,No,No,No
54,92.48,4993.92,One year,Mailed check,DSL,No,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,No,Yes,No
12,79.33,951.96,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,No
22,85.03,1870.66,One year,Bank transfer,Fiber optic,No,Yes,No,No,Yes,Female,1,Yes,No,Yes,No,Yes,No
29,67.93,1969.97,Month-to-month,Mailed check,DSL,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,No,Yes,No
16,81.57,1305.12,One year,Mailed check,DSL,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,No,No,No
61,52.9,3226.9,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Male,0,No,No,No,No phone service,No,Yes
12,67.02,804.24,One year,Credit card,DSL,No,Yes,No,Yes,Yes,Male,1,Yes,No,No,No phone service,No,No
58,94.43,5476.94,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,No,Yes
18,107.18,1929.24,One year,Electronic check,DSL,No,Yes,Yes,Yes,Yes,Male,0,No,Yes,Yes,Yes,No,No
48,63.37,3041.76,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,No,No
11,24.37,268.07,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,Female,0,No,Yes,Yes,Yes,Yes,No
60,36.17,2170.2,One year,Credit card,DSL,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,Yes,Yes,No
18,22.09,397.62,One year,Bank transfer,DSL,Yes,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,Yes,No
8,85.33,682.64,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,Yes,No,Yes
70,53.23,3726.1,Two year,Credit card,Fiber optic,No,No,No,No,No,Female,0,Yes,No,Yes,No,Yes,No
27,74.25,2004.75,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,No phone service,Yes,No
51,69.33,3535.83,One year,Bank transfer,DSL,Yes,No,Yes,No,No,Female,0,No,No,Yes,Yes,Yes,No
15,28.15,422.25,One year,Electronic check,DSL,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,No
68,60.33,4102.44,One year,Bank transfer,DSL,No,Yes,Yes,No,No,Female,1,Yes,Yes,Yes,Yes,Yes,No
11,42.06,462.66,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,No,Male,0,Yes,Yes,Yes,No,Yes,No
24,61.84,1484.16,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,No,Male,0,No,No,Yes,No,No,Yes
51,40.36,2058.36,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,Male,0,Yes,Yes,No,No phone service,No,Yes
52,104.05,5410.6,Two year,Credit card,Fiber optic,No,Yes,No,No,No,Female,0,No,Yes,Yes,No,No,No
22,37.42,823.24,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,Yes,Yes,No,Yes,No
15,116.08,1741.2,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,Yes,No,Yes
56,61.59,3449.04,One year,Electronic check,DSL,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,No,No
38,104.62,3975.56,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,Yes,Yes
52,82.88,4309.76,One year,Mailed check,Fiber optic,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,Yes,No,No
41,93.54,3835.14,One year,Mailed check,DSL,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,Yes,Yes,Yes
57,96.77,5515.89,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,No,No
38,70.48,2678.24,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,Yes,Yes,Yes,No
13,74.33,966.29,Month-to-month,Credit card,DSL,No,No,No,No,No,Female,0,No,Yes,Yes,Yes,Yes,No
4,71.4,285.6,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,Yes,Female,0,Yes,No,No,No phone service,No,Yes
34,78.81,2679.54,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,Male,0,No,Yes,Yes,Yes,Yes,No
17,22.94,389.98,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,No,Female,0,No,Yes,Yes,No,No,No
8,59.55,476.4,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,Male,0,No,No,Yes,No,Yes,No
57,80.62,4595.34,One year,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,Male,0,No,No,No,No phone service,No,No
16,79.77,1276.32,One year,Credit card,Fiber optic,No,Yes,Yes,No,No,Male,0,No,No,Yes,No,No,No
6,99.3,595.8,Month-to-month,Credit card,DSL,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,No,Yes,Yes
45,85.5,3847.5,One year,Bank transfer,Fiber optic,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,No,No,No
12,119.21,1430.52,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,Yes,Yes,No,No,No
39,48.39,1887.21,One year,Bank transfer,DSL,Yes,Yes,Yes,No,No,Male,0,Yes,No,Yes,No,No,No
41,55.92,2292.72,One year,Electronic check,DSL,Yes,Yes,Yes,No,No,Female,0,No,Yes,Yes,No,Yes,No
8,58.38,467.04,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,Yes,No
49,66.58,3262.42,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,No,No
26,103.6,2693.6,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,No,No phone service,No,No
65,43.58,2832.7,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,Female,0,No,Yes,Yes,No,Yes,No
4,97.6,390.4,Two year,Credit card,Fiber optic,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,Yes,Yes,No
28,60.53,1694.84,One year,Mailed check,Fiber optic,No,No,No,No,No,Male,0,No,No,Yes,No,No,No
36,80.19,2886.84,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,Male,1,Yes,Yes,Yes,No,Yes,No
37,83.25,3080.25,Month-to-month,Bank transfer,DSL,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,No,Yes,No
7,57.28,400.96,One year,Electronic check,DSL,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,No,No
64,71.26,4560.64,Month-to-month,Mailed check,DSL,No,No,No,Yes,Yes,Female,0,No,No,Yes,No,Yes,Yes
16,61.3,980.8,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,Male,0,No,Yes,Yes,Yes,Yes,Yes
70,26.91,1883.7,Two year,Mailed check,DSL,No,No,No,Yes,No,Male,0,No,No,Yes,Yes,Yes,No
44,63.72,2803.68,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,Yes
3,29.74,89.22,Month-to-month,Electronic check,DSL,No,No,No,Yes,No,Female,1,No,Yes,Yes,Yes,Yes,Yes
35,60.5,2117.5,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,No,No,Yes
69,79.29,5471.01,Two year,Credit card,Fiber optic,Yes,No,No,No,No,Male,0,Yes,No,Yes,No,Yes,No
30,77.94,2338.2,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,No,Yes,Yes
18,86.26,1552.68,Month-to-month,Mailed check,DSL,No,Yes,Yes,Yes,No,Female,0,No,No,Yes,No,No,Yes
60,29.53,1771.8,Month-to-month,Credit card,DSL,No,Yes,No,No,No,Male,0,Yes,No,Yes,No,No,Yes
53,85.21,4516.13,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,No,No,No
38,51.21,1945.98,Month-to-month,Mailed check,DSL,No,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,No,Yes
18,59.9,1078.2,One year,Mailed check,DSL,Yes,No,No,Yes,Yes,Male,0,No,Yes,No,No phone service,Yes,No
38,105.8,4020.4,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,No,No,Yes
66,20.9,1379.4,Two year,Bank transfer,DSL,No,No,No,Yes,No,Male,0,No,No,Yes,Yes,No,No
44,78.84,3468.96,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,No,Male,0,No,Yes,Yes,No,No,No
12,79.87,958.44,Month-to-month,Credit card,DSL,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,Yes,No
57,59.67,3401.19,Month-to-month,Bank transfer,DSL,Yes,No,No,No,Yes,Male,1,Yes,Yes,Yes,Yes,Yes,Yes
19,43.7,830.3,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,No,No,No
71,43.47,3086.37,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,No,No
60,108.37,6502.2,Month-to-month,Credit card,DSL,Yes,No,Yes,No,Yes,Female,0,Yes,No,Yes,No,No,Yes
38,64.2,2439.6,Month-to-month,Mailed check,DSL,No,No,No,No,No,Male,0,No,No,No,No phone service,No,Yes
0,53.09,0.0,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,No,Yes,Yes
2,64.88,129.76,Month-to-month,Mailed check,DSL,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,No,No
61,86.94,5303.34,One year,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,Female,0,No,Yes,Yes,Yes,Yes,No
62,34.58,2143.96,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,No,No phone service,No,No
24,64.94,1558.56,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,Female,1,Yes,Yes,Yes,No,No,No
55,78.79,4333.45,Month-to-month,Credit card,DSL,No,No,No,No,Yes,Female,0,No,No,Yes,Yes,Yes,No
32,114.86,3675.52,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,No,No
37,45.25,1674.25,Month-to-month,Mailed check,DSL,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
5,55.93,279.65,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,No,No,No
57,57.94,3302.58,One year,Bank transfer,Fiber optic,No,No,No,No,No,Female,0,Yes,No,Yes,Yes,No,No
43,80.55,3463.65,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,No,Male,0,No,No,Yes,Yes,Yes,Yes
44,55.67,2449.48,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,No,Female,0,Yes,No,No,No phone service,No,Yes
31,73.35,2273.85,One year,Electronic check,DSL,No,No,Yes,No,Yes,Female,0,No,No,Yes,No,No,No
44,98.18,4319.92,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Female,0,Yes,No,No,No phone service,Yes,No
60,90.54,5432.4,One year,Electronic check,DSL,No,Yes,Yes,No,Yes,Female,0,No,No,No,No phone service,No,No
46,64.64,2973.44,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,Yes,Yes
20,106.42,2128.4,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,No,Female,0,No,No,Yes,Yes,No,Yes
35,75.81,2653.35,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,No,No
18,73.99,1331.82,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,No,No,No
19,23.42,444.98,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,Yes,No
56,118.67,6645.52,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,No,Yes,No
17,32.3,549.1,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,No,No,No
46,43.11,1983.06,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,No,Yes,Yes
48,25.17,1208.16,Month-to-month,Mailed check,DSL,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,Yes,No,Yes
13,84.0,1092.0,Month-to-month,Electronic check,DSL,No,Yes,Yes,No,No,Male,0,No,No,No,No phone service,Yes,Yes
14,42.47,594.58,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,No,No
30,38.0,1140.0,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,No,No phone service,Yes,No
0,28.86,0.0,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,0,No,Yes,Yes,No,No,No
53,30.33,1607.49,Month-to-month,Bank transfer,DSL,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,No
2,78.47,156.94,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,No,Female,1,No,No,Yes,Yes,Yes,Yes
15,88.82,1332.3,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
56,59.74,3345.44,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,No,Yes,Yes
11,67.99,747.89,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,Yes,No,No
15,88.6,1329.0,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,No,No
71,21.74,1543.54,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,No,Male,0,No,No,Yes,No,Yes,Yes
23,52.31,1203.13,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,Female,0,No,No,Yes,Yes,No,No
27,117.31,3167.37,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,Yes,Yes,Yes
7,78.01,546.07,Month-to-month,Mailed check,DSL,No,No,No,No,No,Male,0,No,Yes,Yes,Yes,No,Yes
35,45.42,1589.7,Two year,Credit card,DSL,Yes,No,Yes,No,No,Male,0,No,No,Yes,No,Yes,No
7,72.17,505.19,Month-to-month,Credit card,DSL,No,No,Yes,No,No,Male,0,No,Yes,No,No phone service,No,No
57,54.27,3093.39,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,Yes,No,No
59,73.22,4319.98,One year,Credit card,Fiber optic,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,No,No phone service,Yes,No
49,32.57,1595.93,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,No,Yes,Yes
27,33.27,898.29,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,Yes,No
40,34.35,1374.0,Two year,Bank transfer,Fiber optic,No,No,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,Yes,No
63,113.98,7180.74,One year,Credit card,DSL,Yes,Yes,Yes,Yes,No,Female,1,Yes,Yes,Yes,No,Yes,No
26,93.29,2425.54,Two year,Mailed check,Fiber optic,Yes,No,Yes,Yes,No,Male,1,No,Yes,Yes,No,No,No
62,36.24,2246.88,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,Yes,No,Male,0,No,Yes,Yes,No,Yes,No
16,38.83,621.28,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,Yes,No,Yes
32,93.08,2978.56,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,Female,0,Yes,Yes,Yes,No,Yes,Yes
28,35.62,997.36,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,No,No,Yes
12,43.46,521.52,One year,Bank transfer,DSL,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,No,No,No
45,116.33,5234.85,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,No,Yes,Yes
34,45.53,1548.02,One year,Electronic check,DSL,Yes,Yes,No,No,Yes,Male,1,No,No,Yes,No,Yes,Yes
5,86.16,430.8,One year,Electronic check,DSL,Yes,Yes,Yes,No,Yes,Male,1,Yes,No,Yes,Yes,No,Yes
68,117.86,8014.48,Month-to-month,Credit card,DSL,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,No phone service,No,Yes
46,57.43,2641.78,Month-to-month,Mailed check,DSL,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,No,Yes,Yes
24,21.75,522.0,One year,Credit card,DSL,Yes,No,Yes,Yes,No,Female,0,No,No,Yes,No,No,No
65,44.41,2886.65,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,No,No phone service,No,No
9,103.09,927.81,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,No,Yes
55,106.46,5855.3,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,Yes,Male,0,No,Yes,Yes,Yes,No,Yes
29,96.85,2808.65,Month-to-month,Mailed check,DSL,No,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,No,No
4,31.31,125.24,Month-to-month,Credit card,DSL,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,No,No
32,99.55,3185.6,Two year,Credit card,DSL,No,No,No,Yes,Yes,Male,1,No,Yes,Yes,No,Yes,Yes
64,111.87,7159.68,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,No,Female,1,Yes,Yes,Yes,No,Yes,Yes
17,80.06,1361.02,One year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,Yes,Yes,No,Yes,No
48,114.09,5476.32,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,No,Male,0,Yes,No,Yes,No,Yes,Yes
10,102.68,1026.8,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,No,Male,0,Yes,Yes,No,No phone service,No,Yes
25,86.7,2167.5,One year,Bank transfer,DSL,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,Yes,Yes
62,77.72,4818.64,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,No,Yes
58,54.86,3181.88,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,No,Female,1,Yes,No,Yes,Yes,No,No
26,35.93,934.18,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,Yes,No,Yes,No
48,80.5,3864.0,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Female,0,No,No,Yes,Yes,Yes,No
32,51.81,1657.92,One year,Electronic check,DSL,Yes,No,No,Yes,No,Male,0,No,Yes,Yes,Yes,No,No
0,106.64,0.0,Month-to-month,Mailed check,DSL,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,No,Yes,Yes
20,119.33,2386.6,Two year,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,Yes,Yes,No
54,95.24,5142.96,One year,Electronic check,DSL,No,No,Yes,Yes,Yes,Female,1,Yes,No,Yes,Yes,No,No
5,29.05,145.25,Two year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,Female,0,No,Yes,Yes,No,No,No
68,48.87,3323.16,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,Yes,No,No
4,30.91,123.64,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
2,85.05,170.1,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,Male,0,Yes,No,No,No phone service,No,Yes
52,96.52,5019.04,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,Male,0,No,Yes,Yes,Yes,No,No
22,112.57,2476.54,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,No,Female,1,Yes,Yes,Yes,No,Yes,Yes
52,63.82,3318.64,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,No,Male,0,No,No,Yes,Yes,Yes,Yes
36,110.14,3965.04,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
16,107.79,1724.64,Month-to-month,Bank transfer,DSL,No,No,Yes,No,No,Male,0,No,Yes,Yes,No,No,No
0,51.72,0.0,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,No,Male,0,Yes,No,Yes,No,No,No
50,106.89,5344.5,One year,Electronic check,Fiber optic,Yes,No,No,Yes,No,Male,0,No,No,Yes,Yes,Yes,No
44,57.57,2533.08,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,No,Male,0,Yes,Yes,Yes,No,Yes,Yes
3,49.69,149.07,Month-to-month,Credit card,DSL,No,No,Yes,No,No,Male,0,Yes,No,Yes,Yes,Yes,Yes
61,84.91,5179.51,Two year,Bank transfer,DSL,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,No,No,No
64,52.84,3381.76,Two year,Bank transfer,DSL,No,No,No,Yes,No,Female,0,No,Yes,No,No phone service,Yes,No
31,83.02,2573.62,Month-to-month,Credit card,DSL,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,Yes
33,80.98,2672.34,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,Yes,Yes,No
71,76.34,5420.14,One year,Electronic check,DSL,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,Yes,No,No
38,58.04,2205.52,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,Yes,Yes,Yes
25,74.85,1871.25,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,No,Yes,Yes
